Name,Risk,RiskString,EvidenceDetails,Sources,ThreatActorIDs,ThreatActorNames,ThreatActorAliases,ThreatActorCategories,ThreatActorNotes,IndicatorNotes
181.206.158.190,99,14/87,"{""EvidenceDetails"":[{""Name"":""linkedIntrusion"",""EvidenceString"":""30 sightings on 6 sources including: <e id=source:Y7TWfI>Telegram - Other Channels</e>, <e id=source:BV5>X (Twitter)</e>, <e id=source:SL8gsE>Zscaler</e>, <e id=source:VKz42X>Insikt Group</e>, <e id=source:gBs4LS>Telegram - Cyber</e>. 21 related intrusion methods including <e id=tBo4yi>HaK5 Cloud C2</e>, <e id=0eyAM>Phishing</e>, <e id=rA9kFw>Interactsh LDAP Server</e>, <e id=dlIkCX>Loader</e>, <e id=0efpT>Trojan</e>. Most recent link (Feb 7, 2026): https://github.com/ZoqueLabs/olim_datasets/commit/72a225c083df159df5300fa2398cf466d7582451"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Linked to Intrusion Method"",""Timestamp"":""2026-02-07T05:42:39.124Z"",""Criticality"":1.0},{""Name"":""suspectedCnc"",""EvidenceString"":""656 sightings on 2 sources: <e id=source:sIoEOQ>ThreatFox Infrastructure Analysis</e>, <e id=source:qs_-cU>Malware Patrol</e>. ThreatFox identified <e id=ip:181.206.158.190>181.206.158.190</e>:<e id=-nNMAr>1000</e> as possible <e id=mitre:TA0011>TA0011 (Command and Control)</e> for DCRat on October 16, 2025. Most recent link (Oct 16, 2025): https://threatfox.abuse.ch/ioc/1511917"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historical Suspected C&C Server"",""Timestamp"":""2025-10-16T08:46:05.000Z"",""Criticality"":1.0},{""Name"":""defanged"",""EvidenceString"":""2 sightings on 1 source: <e id=source:BV5>X (Twitter)</e>. Most recent link (Jul 10, 2025): https://twitter.com/drb_ra/statuses/1943382577743634631"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported as a Defanged IP"",""Timestamp"":""2025-07-10T18:51:27.000Z"",""Criticality"":1.0},{""Name"":""linkedToAPT"",""EvidenceString"":""8 sightings on 2 sources: <e id=source:VKz42X>Insikt Group</e>, <e id=source:MIKjae>GitHub</e>. Most recent link (Dec 27, 2025): https://github.com/Sanilpanchal23/CTI-DASHBOARD/commit/501f68e22ae3a0b1e5469b85d4db19fb45a17c0e"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Linked to APT"",""Timestamp"":""2025-12-27T22:08:27.260Z"",""Criticality"":1.0},{""Name"":""botnet"",""EvidenceString"":""5 sightings on 1 source: <e id=source:kBB1fk>External Sensor Data Analysis</e>. <e id=ip:181.206.158.190>181.206.158.190</e> was identified as <e id=mitre:T1584>botnets</e> in External Sensor data. Reported to Recorded Future on Aug 06, 2025."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historical Botnet Traffic"",""Timestamp"":""2025-08-06T09:25:55.766Z"",""Criticality"":1.0},{""Name"":""analystNote"",""EvidenceString"":""1 sighting on 1 source: <e id=source:VKz42X>Insikt Group</e>. 1 report: South America-Based BlindEagle Targets Colombian Government Agency with <e id=_1MXVC>Camin</e>ho Downloader and DCRAT Payload via Compromised Email. Most recent link (Dec 18, 2025): https://app.recordedfuture.com/portal/analyst-note/doc:BBuhMiw"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported by Insikt Group"",""Timestamp"":""2025-12-18T00:00:00.000Z"",""Criticality"":1.0},{""Name"":""observedTelemetry"",""EvidenceString"":""1 sighting on 1 source: <e id=report:oJewMx>Recently Viewed Integrations Indicators</e>. Observed in the wild by Recorded Future Telemetry."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Observed in the Wild by Recorded Future Telemetry"",""Timestamp"":""2026-02-24T14:18:23.434Z"",""Criticality"":1.0},{""Name"":""historicalThreatListMembership"",""EvidenceString"":""Previous sightings on 2 sources: <e id=report:oJewMx>Recently Viewed Integrations Indicators</e>, <e id=report:POW5Yc>RAT Controller \u2013 Shodan / Recorded Future</e>. Observed between Aug 7, 2025, and Sep 6, 2025."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported in Threat List"",""Timestamp"":""2026-02-24T14:18:23.554Z"",""Criticality"":1.0},{""Name"":""reportedCnc"",""EvidenceString"":""20 sightings on 1 source: <e id=source:qU_q-9>Recorded Future Command & Control Reports</e>. <e id=ip:181.206.158.190>181.206.158.190</e>:<e id=-nNMAr>1000</e> was reported as a command and control server for <e id=Yzaz0L>AsyncRAT</e> on Jan 08, 2026. The URL found was <e id=url:tcp://181.206.158.190:1000>tcp://181.206.158.190:1000</e>."",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Historically Reported C&C Server"",""Timestamp"":""2026-01-08T18:08:26.593Z"",""Criticality"":2.0},{""Name"":""recentLinkedIntrusion"",""EvidenceString"":""1 sighting on 1 source: <e id=source:MIKjae>GitHub</e>. 2 related intrusion methods: <e id=JqOWvJ>Gophish</e>, <e id=hzdgTv>Offensive Security Tools (OST)</e>. Most recent link (Feb 19, 2026): https://github.com/ZoqueLabs/olim_datasets/commit/160cbf861d4eb30498e98990b43ebdbb5748f363"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Recently Linked to Intrusion Method"",""Timestamp"":""2026-02-19T22:10:16.581Z"",""Criticality"":2.0},{""Name"":""validatedCnc"",""EvidenceString"":""487 sightings on 1 source: <e id=source:qGriFQ>Insikt Group Command & Control Validation</e>. Recorded Future analysis validated <e id=ip:181.206.158.190>181.206.158.190</e>:<e id=-nNMAr>1000</e> as a command and control server for <e id=ZEqKiV>DcRAT</e> on Feb 22, 2026"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Previously Validated C&C Server"",""Timestamp"":""2026-02-22T06:12:50.000Z"",""Criticality"":2.0},{""Name"":""recentMalwareDelivery"",""EvidenceString"":""643 sightings on 1 source: <e id=source:mbf07->URLHaus Infrastructure Analysis</e>. <e id=url:http://181.206.158.190/CopilotDrivers.js>http://181.206.158.190/CopilotDrivers.js</e> delivered a payload, <e id=content:ffaf159f53a685ee50219540f5c6c7c2eccb51063aa9e5b47e1072d8d3a1c3af>ffaf159f53a685ee50219540f5c6c7c2eccb51063aa9e5b47e1072d8d3a1c3af</e>, which was assessed as <e id=RIub6h>REMCOS RAT</e> on 2025-08-21 13:46:43. When reported, this URL resolved to <e id=ip:181.206.158.190>181.206.158.190</e>. Most recent link (Aug 21, 2025): https://urlhaus.abuse.ch/url/3597686"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Recent Malware Delivery"",""Timestamp"":""2025-08-21T13:46:43.000Z"",""Criticality"":2.0},{""Name"":""recentPhishingHost"",""EvidenceString"":""643 sightings on 1 source: <e id=source:mbf07->URLHaus Infrastructure Analysis</e>. <e id=url:http://181.206.158.190/CopilotDrivers.js>http://181.206.158.190/CopilotDrivers.js</e> delivered a payload, <e id=content:ffaf159f53a685ee50219540f5c6c7c2eccb51063aa9e5b47e1072d8d3a1c3af>ffaf159f53a685ee50219540f5c6c7c2eccb51063aa9e5b47e1072d8d3a1c3af</e>, which was assessed as <e id=RIub6h>REMCOS RAT</e> on 2025-08-21 13:46:43. When reported, this URL resolved to <e id=ip:181.206.158.190>181.206.158.190</e>. Most recent link (Aug 21, 2025): https://urlhaus.abuse.ch/url/3597686"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Recent Phishing Host"",""Timestamp"":""2025-08-21T13:46:43.000Z"",""Criticality"":2.0},{""Name"":""recentValidatedCnc"",""EvidenceString"":""5 sightings on 1 source: <e id=source:qGriFQ>Insikt Group Command & Control Validation</e>. Recorded Future analysis validated <e id=ip:181.206.158.190>181.206.158.190</e>:<e id=-nNMAr>1000</e> as a command and control server for <e id=ZEqKiV>DcRAT</e> on Feb 24, 2026"",""CriticalityLabel"":""Very Malicious"",""MitigationString"":"""",""Rule"":""Validated C&C Server"",""Timestamp"":""2026-02-24T05:42:16.000Z"",""Criticality"":4.0}]}","[""note"", ""insikt""]","[""9DGYYd""]","{""9DGYYd"": ""TAG-144""}","{""9DGYYd"": [""Blind Eagle"", ""APT-C-36 Blind Eagle"", ""APT-C-36""]}","{""9DGYYd"": [""Nation State Sponsored""]}","{""9DGYYd"": [{""title"": ""TAG-144\u2019s Persistent Grip on South American Organizations"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:9JAf6S""}, {""title"": ""Additional Infrastructure Linked to TAG-144 Identified"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:9UqPeH""}, {""title"": ""TAG-144 Continues Operations, Expanding Targeting in Colombia, Ecuador, and Dominican Republic"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:94yhve""}, {""title"": ""New Infrastructure Linked to TAG-144 Identified"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:-h42dH""}, {""title"": ""Malicious Infrastructure Finds Stability with aurologic GmbH"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BAIbxO_""}, {""title"": ""TAG-144 Targets Colombian Government Using Open-Source RATs and DDNS Infrastructure"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BA7Gt-n""}, {""title"": ""South America-Based BlindEagle Targets Colombian Government Agency with Caminho Downloader and DCRAT Payload via Compromised Email"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BBuhMiw""}, {""title"": ""TAG-144 Continues Targeting South American Government Entities While Rotating Abused Legitimate Services"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BC-HhcO""}, {""title"": ""TAG-144 Continues Widespread Targeting of Colombian Government Entities"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BD2zknr""}, {""title"": ""TAG-144\u2019s Persistent Grip on South American Organizations"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:9JAf6S""}, {""title"": ""Additional Infrastructure Linked to TAG-144 Identified"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:9UqPeH""}, {""title"": ""TAG-144 Continues Operations, Expanding Targeting in Colombia, Ecuador, and Dominican Republic"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:94yhve""}, {""title"": ""New Infrastructure Linked to TAG-144 Identified"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:-h42dH""}, {""title"": ""Malicious Infrastructure Finds Stability with aurologic GmbH"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BAIbxO_""}, {""title"": ""TAG-144 Targets Colombian Government Using Open-Source RATs and DDNS Infrastructure"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BA7Gt-n""}, {""title"": ""South America-Based BlindEagle Targets Colombian Government Agency with Caminho Downloader and DCRAT Payload via Compromised Email"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BBuhMiw""}, {""title"": ""TAG-144 Continues Targeting South American Government Entities While Rotating Abused Legitimate Services"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BC-HhcO""}, {""title"": ""TAG-144 Continues Widespread Targeting of Colombian Government Entities"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BD2zknr""}]}","[{""title"": ""South America-Based BlindEagle Targets Colombian Government Agency with Caminho Downloader and DCRAT Payload via Compromised Email"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BBuhMiw""}]"
147.124.213.232,99,14/87,"{""EvidenceDetails"":[{""Name"":""linkedIntrusion"",""EvidenceString"":""8 sightings on 5 sources: <e id=idn:redasgard.com>redasgard.com</e>, <e id=source:BV5>X (Twitter)</e>, <e id=source:Kzw0Pm>Recorded Future</e>, <e id=source:VKz42X>Insikt Group</e>, <e id=source:MIKjae>GitHub</e>. 17 related intrusion methods including <e id=UUfmX9>Cryptocurrency Mining Malware</e>, <e id=lTL9bW>Reconnaissance</e>, <e id=8RF9P9>CastleLoader</e>, <e id=dlIkCX>Loader</e>, <e id=r8JE1W>Exfiltration</e>. Most recent link (Feb 5, 2026): https://redasgard.com/blog/hunting-lazarus-part4-real-blood-on-the-wire"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Linked to Intrusion Method"",""Timestamp"":""2026-02-05T03:32:34.211Z"",""Criticality"":1.0},{""Name"":""suspectedCnc"",""EvidenceString"":""4 sightings on 2 sources: <e id=source:VKz42X>Insikt Group</e>, <e id=source:MIKjae>GitHub</e>. Most recent link (Jan 23, 2026): https://github.com/Sanilpanchal23/CTI-DASHBOARD/commit/0c7c50f10c5129bfc89d11355a0557fa60477ced"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historical Suspected C&C Server"",""Timestamp"":""2026-01-23T08:19:41.904Z"",""Criticality"":1.0},{""Name"":""threatResearcher"",""EvidenceString"":""2 sightings on 1 source: <e id=source:Kzw0Pm>Recorded Future</e>. Most recent link (Jan 24, 2026): https://assets.recordedfuture.com/insikt-report-pdfs/2026/cta-nk-2026-0121.pdf"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historical Threat Researcher"",""Timestamp"":""2026-01-24T00:36:48.684Z"",""Criticality"":1.0},{""Name"":""defanged"",""EvidenceString"":""2 sightings on 1 source: <e id=source:Kzw0Pm>Recorded Future</e>. Most recent link (Jan 24, 2026): https://assets.recordedfuture.com/insikt-report-pdfs/2026/cta-nk-2026-0121.pdf"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported as a Defanged IP"",""Timestamp"":""2026-01-24T00:36:48.684Z"",""Criticality"":1.0},{""Name"":""linkedToAPT"",""EvidenceString"":""1 sighting on 1 source: <e id=source:VKz42X>Insikt Group</e>."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Linked to APT"",""Timestamp"":""2025-09-15T16:45:42.733Z"",""Criticality"":1.0},{""Name"":""analystNote"",""EvidenceString"":""2 sightings on 1 source: <e id=source:VKz42X>Insikt Group</e>. 2 reports including PurpleBravo\u2019s Targeting of the IT Software Supply Chain. Most recent link (Jan 08, 2026): https://app.recordedfuture.com/portal/analyst-note/doc:BCtEvhW"",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported by Insikt Group"",""Timestamp"":""2026-01-08T00:00:00.000Z"",""Criticality"":1.0},{""Name"":""vulnerableHost"",""EvidenceString"":""1 sighting on 1 source: <e id=report:SN9PLU>Shodan: CVE-2014-0160 Heartbleed Vulnerable SSL Hosts</e>."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Vulnerable Host"",""Timestamp"":""2026-02-24T07:45:04.512Z"",""Criticality"":1.0},{""Name"":""historicalThreatListMembership"",""EvidenceString"":""Previous sightings on 2 sources: <e id=report:SN9PLU>Shodan: CVE-2014-0160 Heartbleed Vulnerable SSL Hosts</e>, <e id=report:oJewMx>Recently Viewed Integrations Indicators</e>. Observed between Jan 27, 2026, and Feb 9, 2026."",""CriticalityLabel"":""Unusual"",""MitigationString"":"""",""Rule"":""Historically Reported in Threat List"",""Timestamp"":""2026-02-24T07:45:04.547Z"",""Criticality"":1.0},{""Name"":""reportedCnc"",""EvidenceString"":""28 sightings on 1 source: <e id=source:qU_q-9>Recorded Future Command & Control Reports</e>. <e id=ip:147.124.213.232>147.124.213.232</e>:<e id=m3wYVb>1244</e> was reported as a command and control server for <e id=0vgBA->BeaverTail</e> on Jul 15, 2025"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Historically Reported C&C Server"",""Timestamp"":""2025-07-15T08:20:26.590Z"",""Criticality"":2.0},{""Name"":""recentLinkedToAPT"",""EvidenceString"":""2 sightings on 2 sources: <e id=source:VKz42X>Insikt Group</e>, <e id=source:MIKjae>GitHub</e>. Most recent link (Jan 14, 2026): https://github.com/psocik/ict/commit/c9059e26569bb179e48d7d10acde1cb21627e8eb"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Recently Linked to APT"",""Timestamp"":""2026-01-14T12:46:14.525Z"",""Criticality"":2.0},{""Name"":""intermediateActiveCnc"",""EvidenceString"":""24 sightings on 1 source: <e id=source:gs6Zfb>Recorded Future Network Intelligence</e>. Multiple communications observed between\n        <e id=ip:167.71.35.176>167.71.35.176</e>\n         on 4 ports including\n        <e id=m3yzJs>41252</e>\n         and\n        <e id=ip:147.124.213.232>147.124.213.232</e>\n         (validated  C2 Server associated with a threat actor from <e id=I2EnWq>North Korea</e>) on port\n        <e id=m3wYVb>1244</e>\n         on\n        2026-02-21 at 08:44 UTC."",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Recently Communicating Validated C&C Server"",""Timestamp"":""2026-02-21T20:15:00.000Z"",""Criticality"":2.0},{""Name"":""validatedCnc"",""EvidenceString"":""401 sightings on 1 source: <e id=source:qGriFQ>Insikt Group Command & Control Validation</e>. Recorded Future analysis validated <e id=ip:147.124.213.232>147.124.213.232</e>:<e id=m3wYVb>1244</e> as a command and control server for <e id=0vgBA->BeaverTail</e> on Feb 22, 2026"",""CriticalityLabel"":""Suspicious"",""MitigationString"":"""",""Rule"":""Previously Validated C&C Server"",""Timestamp"":""2026-02-22T12:04:43.000Z"",""Criticality"":2.0},{""Name"":""recentActiveCnc"",""EvidenceString"":""5 sightings on 1 source: <e id=source:gs6Zfb>Recorded Future Network Intelligence</e>. Multiple communications observed between\n        <e id=ip:167.71.35.176>167.71.35.176</e>\n         on 2 ports including\n        <e id=m3zD7g>38146</e>\n         and\n        <e id=ip:147.124.213.232>147.124.213.232</e>\n         (validated  C2 Server associated with a threat actor from <e id=I2EnWq>North Korea</e>) on port\n        <e id=m3wYVb>1244</e>\n         on\n        2026-02-22 at 07:15 UTC."",""CriticalityLabel"":""Very Malicious"",""MitigationString"":"""",""Rule"":""Actively Communicating Validated C&C Server"",""Timestamp"":""2026-02-22T13:20:00.000Z"",""Criticality"":4.0},{""Name"":""recentValidatedCnc"",""EvidenceString"":""2 sightings on 1 source: <e id=source:qGriFQ>Insikt Group Command & Control Validation</e>. Recorded Future analysis validated <e id=ip:147.124.213.232>147.124.213.232</e>:<e id=m3wYVb>1244</e> as a command and control server for <e id=0vgBA->BeaverTail</e> on Feb 24, 2026"",""CriticalityLabel"":""Very Malicious"",""MitigationString"":"""",""Rule"":""Validated C&C Server"",""Timestamp"":""2026-02-24T06:05:09.000Z"",""Criticality"":4.0}]}","[""note"", ""insikt""]","[""3GK1CP"", ""Qd_6Ic"", ""5pivUs""]","{""3GK1CP"": ""PurpleBravo"", ""Qd_6Ic"": ""North Korea Nation State Sponsored"", ""5pivUs"": ""PurpleDelta""}","{""3GK1CP"": [""Tenacious Pungsan"", ""Famous Chollima"", ""Contagious Interview"", ""Badclone"", ""UNC5342"", ""Void Dokkaebi"", ""WaterPlum"", ""Black Dev 4"", ""CL-STA-0240""], ""Qd_6Ic"": [], ""5pivUs"": [""DPRK IT Workers"", ""Famous Chollima"", ""NICKEL TAPESTRY"", ""Jasper Sleet"", ""North Korean IT Workers"", ""Wagemole"", ""Storm-0287"", ""Black Ara"", ""UNC5267""]}","{""3GK1CP"": [""Nation State Sponsored"", ""North Korea Nation State Sponsored""], ""Qd_6Ic"": [], ""5pivUs"": [""North Korea Nation State Sponsored"", ""Nation State Sponsored""]}","{""3GK1CP"": [{""title"": ""PurpleBravo Targets Software Development and Cryptocurrency Companies in South Asia"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:5g9nzF""}, {""title"": ""North Korean Threat Actors Use Russian IP Addresses for Cybercrime Campaigns"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:5hJjkj""}, {""title"": ""Cryptocurrency Monthly Report April 2025 V.4"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:6W7av7""}, {""title"": ""North Korea targeting Indian crypto job applicants with malware"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:7Ig05l""}, {""title"": ""PurpleBravo\u2019s Targeting of the IT Software Supply Chain"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BCtEvhW""}, {""title"": ""DPRK-Linked Contagious Interview Campaign Evolves to Abuse Visual Studio Code to Deploy macOS Backdoor"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BDTF89E""}, {""title"": ""2025 Cybercriminal Cryptocurrency Annual Activity Report"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BD3itrh""}, {""title"": ""2026 State of Security"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BELyXKU""}], ""Qd_6Ic"": [{""title"": ""Fielding Threats: Cyber, Influence, and Physical Threats to the 2022 FIFA World Cup in Qatar"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:o0tjp8""}, {""title"": ""Insikt Validated TTP: Hunting MagicRAT Used by North Korean APT Lazarus"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:o2weCJ""}, {""title"": ""New DPRK-Linked Phishing Infrastructure Identified, South Korean Company Likely Compromised"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:neS5IJ""}, {""title"": ""Joint Cybersecurity Advisory Regarding The Maui Ransomware Targeting  Healthcare and Public Health Sector Organizations"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:nNIrPK""}, {""title"": ""PurpleBravo\u2019s Targeting of the IT Software Supply Chain"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BCtEvhW""}, {""title"": ""Executive Insights: \u201cBig Four\u201d Threat Activity (H2 2025)"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BDF2F7r""}, {""title"": ""PurpleDelta Continues to Create Job-Seeker Personas"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BDrXuVZ""}, {""title"": ""PurpleAlpha Continues to Employ the Xeno RAT Backdoor"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BEPwFz5""}], ""5pivUs"": [{""title"": ""PurpleDelta\u2019s Software Suite: AI, Remote Desktop, and Astrill VPN"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:5tPdVo""}, {""title"": ""PurpleDelta North Korean IT Workers Use of Fraudulent Personas"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:7hV5S6""}, {""title"": ""North Korean State-Sponsored Jasper Sleet Employs AI to Forge Identities in Remote Work Fraud"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:7iHWun""}, {""title"": ""Big Four Cyber Operations "", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:8giwnZ""}, {""title"": ""Suspected North Korean State-Sponsored TAG-163 Additional Infrastructure"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BBfis2R""}, {""title"": ""PurpleDelta Continues to Exploit Remote Developer Ecosystems"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BBzEmbb""}, {""title"": ""PurpleBravo\u2019s Targeting of the IT Software Supply Chain"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BCtEvhW""}, {""title"": ""PurpleDelta Continues to Create Job-Seeker Personas"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BDrXuVZ""}]}","[{""title"": ""PurpleBravo\u2019s Persistent Targeting of IT Companies"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:-N_xCO""}, {""title"": ""PurpleBravo\u2019s Targeting of the IT Software Supply Chain"", ""url"": ""https://app.recordedfuture.com/portal/analyst-note/shared/true/doc:BCtEvhW""}]"
